distance_m,angle_deg,rpm,launch_speed_mps
4.18,40,1250,17.846
4.18,40,1300,17.846
4.18,40,1350,17.846
4.18,40,1400,17.846
4.18,40,1450,17.846
4.18,40,1500,17.846
4.18,45,900,12.312
4.18,45,950,12.312
4.18,45,1000,12.312
4.18,45,1050,12.312
4.18,45,1100,12.312
4.18,45,1150,12.312
4.18,45,1200,12.312
4.18,45,1250,12.312
4.18,45,1300,12.312
4.18,45,1350,12.312
4.18,45,1400,12.312
4.18,45,1450,12.312
4.18,45,1500,12.312
4.18,50,900,10.362
4.18,50,950,10.362
4.18,50,1000,10.362
4.18,50,1050,10.362
4.18,50,1100,10.362
4.18,50,1150,10.362
4.18,50,1200,10.362
4.18,50,1250,10.362
4.18,50,1300,10.362
4.18,50,1350,10.362
4.18,50,1400,10.362
4.18,50,1450,10.362
4.18,50,1500,10.362
4.18,55,900,9.446
4.18,55,950,9.446
4.18,55,1000,9.446
4.18,55,1050,9.446
4.18,55,1100,9.446
4.18,55,1150,9.446
4.18,55,1200,9.446
4.18,55,1250,9.446
4.18,55,1300,9.446
4.18,55,1350,9.446
4.18,55,1400,9.446
4.18,55,1450,9.446
4.18,55,1500,9.446
4.18,60,900,9.046
4.18,60,950,9.046
4.18,60,1000,9.046
4.18,60,1050,9.046
4.18,60,1100,9.046
4.18,60,1150,9.046
4.18,60,1200,9.046
4.18,60,1250,9.046
4.18,60,1300,9.046
4.18,60,1350,9.046
4.18,60,1400,9.046
4.18,60,1450,9.046
4.18,60,1500,9.046
4.27,40,900,16.885
4.27,40,950,16.885
4.27,40,1000,16.885
4.27,40,1050,16.885
4.27,40,1100,16.885
4.27,40,1150,16.885
4.27,40,1200,16.885
4.27,40,1250,16.885
4.27,40,1300,16.885
4.27,40,1350,16.885
4.27,40,1400,16.885
4.27,40,1450,16.885
4.27,40,1500,16.885
4.27,45,900,12.102
4.27,45,950,12.102
4.27,45,1000,12.102
4.27,45,1050,12.102
4.27,45,1100,12.102
4.27,45,1150,12.102
4.27,45,1200,12.102
4.27,45,1250,12.102
4.27,45,1300,12.102
4.27,45,1350,12.102
4.27,45,1400,12.102
4.27,45,1450,12.102
4.27,45,1500,12.102
4.27,50,900,10.302
4.27,50,950,10.302
4.27,50,1000,10.302
4.27,50,1050,10.302
4.27,50,1100,10.302
4.27,50,1150,10.302
4.27,50,1200,10.302
4.27,50,1250,10.302
4.27,50,1300,10.302
4.27,50,1350,10.302
4.27,50,1400,10.302
4.27,50,1450,10.302
4.27,50,1500,10.302
4.27,55,900,9.444
4.27,55,950,9.444
4.27,55,1000,9.444
4.27,55,1050,9.444
4.27,55,1100,9.444
4.27,55,1150,9.444
4.27,55,1200,9.444
4.27,55,1250,9.444
4.27,55,1300,9.444
4.27,55,1350,9.444
4.27,55,1400,9.444
4.27,55,1450,9.444
4.27,55,1500,9.444
4.27,60,900,9.074
4.27,60,950,9.074
4.27,60,1000,9.074
4.27,60,1050,9.074
4.27,60,1100,9.074
4.27,60,1150,9.074
4.27,60,1200,9.074
4.27,60,1250,9.074
4.27,60,1300,9.074
4.27,60,1350,9.074
4.27,60,1400,9.074
4.27,60,1450,9.074
4.27,60,1500,9.074
4.36,35,900,159.795
4.36,35,950,159.795
4.36,35,1000,159.795
4.36,35,1050,159.795
4.36,35,1100,159.795
4.36,35,1150,159.795
4.36,35,1200,159.795
4.36,35,1250,159.795
4.36,35,1300,159.795
4.36,35,1350,159.795
4.36,35,1400,159.795
4.36,35,1450,159.795
4.36,35,1500,159.795
4.36,40,900,16.133
4.36,40,950,16.133
4.36,40,1000,16.133
4.36,40,1050,16.133
4.36,40,1100,16.133
4.36,40,1150,16.133
4.36,40,1200,16.133
4.36,40,1250,16.133
4.36,40,1300,16.133
4.36,40,1350,16.133
4.36,40,1400,16.133
4.36,40,1450,16.133
4.36,40,1500,16.133
4.36,45,900,11.925
4.36,45,950,11.925
4.36,45,1000,11.925
4.36,45,1050,11.925
4.36,45,1100,11.925
4.36,45,1150,11.925
4.36,45,1200,11.925
4.36,45,1250,11.925
4.36,45,1300,11.925
4.36,45,1350,11.925
4.36,45,1400,11.925
4.36,45,1450,11.925
4.36,45,1500,11.925
4.36,50,900,10.253
4.36,50,950,10.253
4.36,50,1000,10.253
4.36,50,1050,10.253
4.36,50,1100,10.253
4.36,50,1150,10.253
4.36,50,1200,10.253
4.36,50,1250,10.253
4.36,50,1300,10.253
4.36,50,1350,10.253
4.36,50,1400,10.253
4.36,50,1450,10.253
4.36,50,1500,10.253
4.36,55,900,9.446
4.36,55,950,9.446
4.36,55,1000,9.446
4.36,55,1050,9.446
4.36,55,1100,9.446
4.36,55,1150,9.446
4.36,55,1200,9.446
4.36,55,1250,9.446
4.36,55,1300,9.446
4.36,55,1350,9.446
4.36,55,1400,9.446
4.36,55,1450,9.446
4.36,55,1500,9.446
4.36,60,900,9.103
4.36,60,950,9.103
4.36,60,1000,9.103
4.36,60,1050,9.103
4.36,60,1100,9.103
4.36,60,1150,9.103
4.36,60,1200,9.103
4.36,60,1250,9.103
4.36,60,1300,9.103
4.36,60,1350,9.103
4.36,60,1400,9.103
4.36,60,1450,9.103
4.36,60,1500,9.103
4.45,35,900,45.814
4.45,35,950,45.814
4.45,35,1000,45.814
4.45,35,1050,45.814
4.45,35,1100,45.814
4.45,35,1150,45.814
4.45,35,1200,45.814
4.45,35,1250,45.814
4.45,35,1300,45.814
4.45,35,1350,45.814
4.45,35,1400,45.814
4.45,35,1450,45.814
4.45,35,1500,45.814
4.45,40,900,15.529
4.45,40,950,15.529
4.45,40,1000,15.529
4.45,40,1050,15.529
4.45,40,1100,15.529
4.45,40,1150,15.529
4.45,40,1200,15.529
4.45,40,1250,15.529
4.45,40,1300,15.529
4.45,40,1350,15.529
4.45,40,1400,15.529
4.45,40,1450,15.529
4.45,40,1500,15.529
4.45,45,900,11.773
4.45,45,950,11.773
4.45,45,1000,11.773
4.45,45,1050,11.773
4.45,45,1100,11.773
4.45,45,1150,11.773
4.45,45,1200,11.773
4.45,45,1250,11.773
4.45,45,1300,11.773
4.45,45,1350,11.773
4.45,45,1400,11.773
4.45,45,1450,11.773
4.45,45,1500,11.773
4.45,50,900,10.212
4.45,50,950,10.212
4.45,50,1000,10.212
4.45,50,1050,10.212
4.45,50,1100,10.212
4.45,50,1150,10.212
4.45,50,1200,10.212
4.45,50,1250,10.212
4.45,50,1300,10.212
4.45,50,1350,10.212
4.45,50,1400,10.212
4.45,50,1450,10.212
4.45,50,1500,10.212
4.45,55,900,9.452
4.45,55,950,9.452
4.45,55,1000,9.452
4.45,55,1050,9.452
4.45,55,1100,9.452
4.45,55,1150,9.452
4.45,55,1200,9.452
4.45,55,1250,9.452
4.45,55,1300,9.452
4.45,55,1350,9.452
4.45,55,1400,9.452
4.45,55,1450,9.452
4.45,55,1500,9.452
4.45,60,900,9.135
4.45,60,950,9.135
4.45,60,1000,9.135
4.45,60,1050,9.135
4.45,60,1100,9.135
4.45,60,1150,9.135
4.45,60,1200,9.135
4.45,60,1250,9.135
4.45,60,1300,9.135
4.45,60,1350,9.135
4.45,60,1400,9.135
4.45,60,1450,9.135
4.45,60,1500,9.135
4.55,35,900,33.728
4.55,35,950,33.728
4.55,35,1000,33.728
4.55,35,1050,33.728
4.55,35,1100,33.728
4.55,35,1150,33.728
4.55,35,1200,33.728
4.55,35,1250,33.728
4.55,35,1300,33.728
4.55,35,1350,33.728
4.55,35,1400,33.728
4.55,35,1450,33.728
4.55,35,1500,33.728
4.55,40,900,15.034
4.55,40,950,15.034
4.55,40,1000,15.034
4.55,40,1050,15.034
4.55,40,1100,15.034
4.55,40,1150,15.034
4.55,40,1200,15.034
4.55,40,1250,15.034
4.55,40,1300,15.034
4.55,40,1350,15.034
4.55,40,1400,15.034
4.55,40,1450,15.034
4.55,40,1500,15.034
4.55,45,900,11.642
4.55,45,950,11.642
4.55,45,1000,11.642
4.55,45,1050,11.642
4.55,45,1100,11.642
4.55,45,1150,11.642
4.55,45,1200,11.642
4.55,45,1250,11.642
4.55,45,1300,11.642
4.55,45,1350,11.642
4.55,45,1400,11.642
4.55,45,1450,11.642
4.55,45,1500,11.642
4.55,50,900,10.179
4.55,50,950,10.179
4.55,50,1000,10.179
4.55,50,1050,10.179
4.55,50,1100,10.179
4.55,50,1150,10.179
4.55,50,1200,10.179
4.55,50,1250,10.179
4.55,50,1300,10.179
4.55,50,1350,10.179
4.55,50,1400,10.179
4.55,50,1450,10.179
4.55,50,1500,10.179
4.55,55,900,9.461
4.55,55,950,9.461
4.55,55,1000,9.461
4.55,55,1050,9.461
4.55,55,1100,9.461
4.55,55,1150,9.461
4.55,55,1200,9.461
4.55,55,1250,9.461
4.55,55,1300,9.461
4.55,55,1350,9.461
4.55,55,1400,9.461
4.55,55,1450,9.461
4.55,55,1500,9.461
4.55,60,900,9.168
4.55,60,950,9.168
4.55,60,1000,9.168
4.55,60,1050,9.168
4.55,60,1100,9.168
4.55,60,1150,9.168
4.55,60,1200,9.168
4.55,60,1250,9.168
4.55,60,1300,9.168
4.55,60,1350,9.168
4.55,60,1400,9.168
4.55,60,1450,9.168
4.55,60,1500,9.168
4.64,35,900,28.284
4.64,35,950,28.284
4.64,35,1000,28.284
4.64,35,1050,28.284
4.64,35,1100,28.284
4.64,35,1150,28.284
4.64,35,1200,28.284
4.64,35,1250,28.284
4.64,35,1300,28.284
4.64,35,1350,28.284
4.64,35,1400,28.284
4.64,35,1450,28.284
4.64,35,1500,28.284
4.64,40,900,14.622
4.64,40,950,14.622
4.64,40,1000,14.622
4.64,40,1050,14.622
4.64,40,1100,14.622
4.64,40,1150,14.622
4.64,40,1200,14.622
4.64,40,1250,14.622
4.64,40,1300,14.622
4.64,40,1350,14.622
4.64,40,1400,14.622
4.64,40,1450,14.622
4.64,40,1500,14.622
4.64,45,900,11.53
4.64,45,950,11.53
4.64,45,1000,11.53
4.64,45,1050,11.53
4.64,45,1100,11.53
4.64,45,1150,11.53
4.64,45,1200,11.53
4.64,45,1250,11.53
4.64,45,1300,11.53
4.64,45,1350,11.53
4.64,45,1400,11.53
4.64,45,1450,11.53
4.64,45,1500,11.53
4.64,50,900,10.153
4.64,50,950,10.153
4.64,50,1000,10.153
4.64,50,1050,10.153
4.64,50,1100,10.153
4.64,50,1150,10.153
4.64,50,1200,10.153
4.64,50,1250,10.153
4.64,50,1300,10.153
4.64,50,1350,10.153
4.64,50,1400,10.153
4.64,50,1450,10.153
4.64,50,1500,10.153
4.64,55,900,9.473
4.64,55,950,9.473
4.64,55,1000,9.473
4.64,55,1050,9.473
4.64,55,1100,9.473
4.64,55,1150,9.473
4.64,55,1200,9.473
4.64,55,1250,9.473
4.64,55,1300,9.473
4.64,55,1350,9.473
4.64,55,1400,9.473
4.64,55,1450,9.473
4.64,55,1500,9.473
4.64,60,900,9.202
4.64,60,950,9.202
4.64,60,1000,9.202
4.64,60,1050,9.202
4.64,60,1100,9.202
4.64,60,1150,9.202
4.64,60,1200,9.202
4.64,60,1250,9.202
4.64,60,1300,9.202
4.64,60,1350,9.202
4.64,60,1400,9.202
4.64,60,1450,9.202
4.64,60,1500,9.202
4.73,35,900,25.062
4.73,35,950,25.062
4.73,35,1000,25.062
4.73,35,1050,25.062
4.73,35,1100,25.062
4.73,35,1150,25.062
4.73,35,1200,25.062
4.73,35,1250,25.062
4.73,35,1300,25.062
4.73,35,1350,25.062
4.73,35,1400,25.062
4.73,35,1450,25.062
4.73,35,1500,25.062
4.73,40,900,14.275
4.73,40,950,14.275
4.73,40,1000,14.275
4.73,40,1050,14.275
4.73,40,1100,14.275
4.73,40,1150,14.275
4.73,40,1200,14.275
4.73,40,1250,14.275
4.73,40,1300,14.275
4.73,40,1350,14.275
4.73,40,1400,14.275
4.73,40,1450,14.275
4.73,40,1500,14.275
4.73,45,900,11.433
4.73,45,950,11.433
4.73,45,1000,11.433
4.73,45,1050,11.433
4.73,45,1100,11.433
4.73,45,1150,11.433
4.73,45,1200,11.433
4.73,45,1250,11.433
4.73,45,1300,11.433
4.73,45,1350,11.433
4.73,45,1400,11.433
4.73,45,1450,11.433
4.73,45,1500,11.433
4.73,50,900,10.133
4.73,50,950,10.133
4.73,50,1000,10.133
4.73,50,1050,10.133
4.73,50,1100,10.133
4.73,50,1150,10.133
4.73,50,1200,10.133
4.73,50,1250,10.133
4.73,50,1300,10.133
4.73,50,1350,10.133
4.73,50,1400,10.133
4.73,50,1450,10.133
4.73,50,1500,10.133
4.73,55,900,9.488
4.73,55,950,9.488
4.73,55,1000,9.488
4.73,55,1050,9.488
4.73,55,1100,9.488
4.73,55,1150,9.488
4.73,55,1200,9.488
4.73,55,1250,9.488
4.73,55,1300,9.488
4.73,55,1350,9.488
4.73,55,1400,9.488
4.73,55,1450,9.488
4.73,55,1500,9.488
4.73,60,900,9.238
4.73,60,950,9.238
4.73,60,1000,9.238
4.73,60,1050,9.238
4.73,60,1100,9.238
4.73,60,1150,9.238
4.73,60,1200,9.238
4.73,60,1250,9.238
4.73,60,1300,9.238
4.73,60,1350,9.238
4.73,60,1400,9.238
4.73,60,1450,9.238
4.73,60,1500,9.238
4.82,35,900,22.895
4.82,35,950,22.895
4.82,35,1000,22.895
4.82,35,1050,22.895
4.82,35,1100,22.895
4.82,35,1150,22.895
4.82,35,1200,22.895
4.82,35,1250,22.895
4.82,35,1300,22.895
4.82,35,1350,22.895
4.82,35,1400,22.895
4.82,35,1450,22.895
4.82,35,1500,22.895
4.82,40,900,13.979
4.82,40,950,13.979
4.82,40,1000,13.979
4.82,40,1050,13.979
4.82,40,1100,13.979
4.82,40,1150,13.979
4.82,40,1200,13.979
4.82,40,1250,13.979
4.82,40,1300,13.979
4.82,40,1350,13.979
4.82,40,1400,13.979
4.82,40,1450,13.979
4.82,40,1500,13.979
4.82,45,900,11.349
4.82,45,950,11.349
4.82,45,1000,11.349
4.82,45,1050,11.349
4.82,45,1100,11.349
4.82,45,1150,11.349
4.82,45,1200,11.349
4.82,45,1250,11.349
4.82,45,1300,11.349
4.82,45,1350,11.349
4.82,45,1400,11.349
4.82,45,1450,11.349
4.82,45,1500,11.349
4.82,50,900,10.118
4.82,50,950,10.118
4.82,50,1000,10.118
4.82,50,1050,10.118
4.82,50,1100,10.118
4.82,50,1150,10.118
4.82,50,1200,10.118
4.82,50,1250,10.118
4.82,50,1300,10.118
4.82,50,1350,10.118
4.82,50,1400,10.118
4.82,50,1450,10.118
4.82,50,1500,10.118
4.82,55,900,9.505
4.82,55,950,9.505
4.82,55,1000,9.505
4.82,55,1050,9.505
4.82,55,1100,9.505
4.82,55,1150,9.505
4.82,55,1200,9.505
4.82,55,1250,9.505
4.82,55,1300,9.505
4.82,55,1350,9.505
4.82,55,1400,9.505
4.82,55,1450,9.505
4.82,55,1500,9.505
4.82,60,900,9.274
4.82,60,950,9.274
4.82,60,1000,9.274
4.82,60,1050,9.274
4.82,60,1100,9.274
4.82,60,1150,9.274
4.82,60,1200,9.274
4.82,60,1250,9.274
4.82,60,1300,9.274
4.82,60,1350,9.274
4.82,60,1400,9.274
4.82,60,1450,9.274
4.82,60,1500,9.274
4.91,35,900,21.325
4.91,35,950,21.325
4.91,35,1000,21.325
4.91,35,1050,21.325
4.91,35,1100,21.325
4.91,35,1150,21.325
4.91,35,1200,21.325
4.91,35,1250,21.325
4.91,35,1300,21.325
4.91,35,1350,21.325
4.91,35,1400,21.325
4.91,35,1450,21.325
4.91,35,1500,21.325
4.91,40,900,13.726
4.91,40,950,13.726
4.91,40,1000,13.726
4.91,40,1050,13.726
4.91,40,1100,13.726
4.91,40,1150,13.726
4.91,40,1200,13.726
4.91,40,1250,13.726
4.91,40,1300,13.726
4.91,40,1350,13.726
4.91,40,1400,13.726
4.91,40,1450,13.726
4.91,40,1500,13.726
4.91,45,900,11.277
4.91,45,950,11.277
4.91,45,1000,11.277
4.91,45,1050,11.277
4.91,45,1100,11.277
4.91,45,1150,11.277
4.91,45,1200,11.277
4.91,45,1250,11.277
4.91,45,1300,11.277
4.91,45,1350,11.277
4.91,45,1400,11.277
4.91,45,1450,11.277
4.91,45,1500,11.277
4.91,50,900,10.107
4.91,50,950,10.107
4.91,50,1000,10.107
4.91,50,1050,10.107
4.91,50,1100,10.107
4.91,50,1150,10.107
4.91,50,1200,10.107
4.91,50,1250,10.107
4.91,50,1300,10.107
4.91,50,1350,10.107
4.91,50,1400,10.107
4.91,50,1450,10.107
4.91,50,1500,10.107
4.91,55,900,9.524
4.91,55,950,9.524
4.91,55,1000,9.524
4.91,55,1050,9.524
4.91,55,1100,9.524
4.91,55,1150,9.524
4.91,55,1200,9.524
4.91,55,1250,9.524
4.91,55,1300,9.524
4.91,55,1350,9.524
4.91,55,1400,9.524
4.91,55,1450,9.524
4.91,55,1500,9.524
4.91,60,900,9.312
4.91,60,950,9.312
4.91,60,1000,9.312
4.91,60,1050,9.312
4.91,60,1100,9.312
4.91,60,1150,9.312
4.91,60,1200,9.312
4.91,60,1250,9.312
4.91,60,1300,9.312
4.91,60,1350,9.312
4.91,60,1400,9.312
4.91,60,1450,9.312
4.91,60,1500,9.312
5.0,35,900,20.129
5.0,35,950,20.129
5.0,35,1000,20.129
5.0,35,1050,20.129
5.0,35,1100,20.129
5.0,35,1150,20.129
5.0,35,1200,20.129
5.0,35,1250,20.129
5.0,35,1300,20.129
5.0,35,1350,20.129
5.0,35,1400,20.129
5.0,35,1450,20.129
5.0,35,1500,20.129
5.0,40,900,13.506
5.0,40,950,13.506
5.0,40,1000,13.506
5.0,40,1050,13.506
5.0,40,1100,13.506
5.0,40,1150,13.506
5.0,40,1200,13.506
5.0,40,1250,13.506
5.0,40,1300,13.506
5.0,40,1350,13.506
5.0,40,1400,13.506
5.0,40,1450,13.506
5.0,40,1500,13.506
5.0,45,900,11.215
5.0,45,950,11.215
5.0,45,1000,11.215
5.0,45,1050,11.215
5.0,45,1100,11.215
5.0,45,1150,11.215
5.0,45,1200,11.215
5.0,45,1250,11.215
5.0,45,1300,11.215
5.0,45,1350,11.215
5.0,45,1400,11.215
5.0,45,1450,11.215
5.0,45,1500,11.215
5.0,50,900,10.101
5.0,50,950,10.101
5.0,50,1000,10.101
5.0,50,1050,10.101
5.0,50,1100,10.101
5.0,50,1150,10.101
5.0,50,1200,10.101
5.0,50,1250,10.101
5.0,50,1300,10.101
5.0,50,1350,10.101
5.0,50,1400,10.101
5.0,50,1450,10.101
5.0,50,1500,10.101
5.0,55,900,9.545
5.0,55,950,9.545
5.0,55,1000,9.545
5.0,55,1050,9.545
5.0,55,1100,9.545
5.0,55,1150,9.545
5.0,55,1200,9.545
5.0,55,1250,9.545
5.0,55,1300,9.545
5.0,55,1350,9.545
5.0,55,1400,9.545
5.0,55,1450,9.545
5.0,55,1500,9.545
5.0,60,900,9.35
5.0,60,950,9.35
5.0,60,1000,9.35
5.0,60,1050,9.35
5.0,60,1100,9.35
5.0,60,1150,9.35
5.0,60,1200,9.35
5.0,60,1250,9.35
5.0,60,1300,9.35
5.0,60,1350,9.35
5.0,60,1400,9.35
5.0,60,1450,9.35
5.0,60,1500,9.35
5.09,35,900,19.186
5.09,35,950,19.186
5.09,35,1000,19.186
5.09,35,1050,19.186
5.09,35,1100,19.186
5.09,35,1150,19.186
5.09,35,1200,19.186
5.09,35,1250,19.186
5.09,35,1300,19.186
5.09,35,1350,19.186
5.09,35,1400,19.186
5.09,35,1450,19.186
5.09,35,1500,19.186
5.09,40,900,13.316
5.09,40,950,13.316
5.09,40,1000,13.316
5.09,40,1050,13.316
5.09,40,1100,13.316
5.09,40,1150,13.316
5.09,40,1200,13.316
5.09,40,1250,13.316
5.09,40,1300,13.316
5.09,40,1350,13.316
5.09,40,1400,13.316
5.09,40,1450,13.316
5.09,40,1500,13.316
5.09,45,900,11.161
5.09,45,950,11.161
5.09,45,1000,11.161
5.09,45,1050,11.161
5.09,45,1100,11.161
5.09,45,1150,11.161
5.09,45,1200,11.161
5.09,45,1250,11.161
5.09,45,1300,11.161
5.09,45,1350,11.161
5.09,45,1400,11.161
5.09,45,1450,11.161
5.09,45,1500,11.161
5.09,50,900,10.098
5.09,50,950,10.098
5.09,50,1000,10.098
5.09,50,1050,10.098
5.09,50,1100,10.098
5.09,50,1150,10.098
5.09,50,1200,10.098
5.09,50,1250,10.098
5.09,50,1300,10.098
5.09,50,1350,10.098
5.09,50,1400,10.098
5.09,50,1450,10.098
5.09,50,1500,10.098
5.09,55,900,9.568
5.09,55,950,9.568
5.09,55,1000,9.568
5.09,55,1050,9.568
5.09,55,1100,9.568
5.09,55,1150,9.568
5.09,55,1200,9.568
5.09,55,1250,9.568
5.09,55,1300,9.568
5.09,55,1350,9.568
5.09,55,1400,9.568
5.09,55,1450,9.568
5.09,55,1500,9.568
5.09,60,900,9.39
5.09,60,950,9.39
5.09,60,1000,9.39
5.09,60,1050,9.39
5.09,60,1100,9.39
5.09,60,1150,9.39
5.09,60,1200,9.39
5.09,60,1250,9.39
5.09,60,1300,9.39
5.09,60,1350,9.39
5.09,60,1400,9.39
5.09,60,1450,9.39
5.09,60,1500,9.39
5.18,35,900,18.422
5.18,35,950,18.422
5.18,35,1000,18.422
5.18,35,1050,18.422
5.18,35,1100,18.422
5.18,35,1150,18.422
5.18,35,1200,18.422
5.18,35,1250,18.422
5.18,35,1300,18.422
5.18,35,1350,18.422
5.18,35,1400,18.422
5.18,35,1450,18.422
5.18,35,1500,18.422
5.18,40,900,13.149
5.18,40,950,13.149
5.18,40,1000,13.149
5.18,40,1050,13.149
5.18,40,1100,13.149
5.18,40,1150,13.149
5.18,40,1200,13.149
5.18,40,1250,13.149
5.18,40,1300,13.149
5.18,40,1350,13.149
5.18,40,1400,13.149
5.18,40,1450,13.149
5.18,40,1500,13.149
5.18,45,900,11.116
5.18,45,950,11.116
5.18,45,1000,11.116
5.18,45,1050,11.116
5.18,45,1100,11.116
5.18,45,1150,11.116
5.18,45,1200,11.116
5.18,45,1250,11.116
5.18,45,1300,11.116
5.18,45,1350,11.116
5.18,45,1400,11.116
5.18,45,1450,11.116
5.18,45,1500,11.116
5.18,50,900,10.099
5.18,50,950,10.099
5.18,50,1000,10.099
5.18,50,1050,10.099
5.18,50,1100,10.099
5.18,50,1150,10.099
5.18,50,1200,10.099
5.18,50,1250,10.099
5.18,50,1300,10.099
5.18,50,1350,10.099
5.18,50,1400,10.099
5.18,50,1450,10.099
5.18,50,1500,10.099
5.18,55,900,9.593
5.18,55,950,9.593
5.18,55,1000,9.593
5.18,55,1050,9.593
5.18,55,1100,9.593
5.18,55,1150,9.593
5.18,55,1200,9.593
5.18,55,1250,9.593
5.18,55,1300,9.593
5.18,55,1350,9.593
5.18,55,1400,9.593
5.18,55,1450,9.593
5.18,55,1500,9.593
5.18,60,900,9.429
5.18,60,950,9.429
5.18,60,1000,9.429
5.18,60,1050,9.429
5.18,60,1100,9.429
5.18,60,1150,9.429
5.18,60,1200,9.429
5.18,60,1250,9.429
5.18,60,1300,9.429
5.18,60,1350,9.429
5.18,60,1400,9.429
5.18,60,1450,9.429
5.18,60,1500,9.429
5.27,35,900,17.792
5.27,35,950,17.792
5.27,35,1000,17.792
5.27,35,1050,17.792
5.27,35,1100,17.792
5.27,35,1150,17.792
5.27,35,1200,17.792
5.27,35,1250,17.792
5.27,35,1300,17.792
5.27,35,1350,17.792
5.27,35,1400,17.792
5.27,35,1450,17.792
5.27,35,1500,17.792
5.27,40,900,13.003
5.27,40,950,13.003
5.27,40,1000,13.003
5.27,40,1050,13.003
5.27,40,1100,13.003
5.27,40,1150,13.003
5.27,40,1200,13.003
5.27,40,1250,13.003
5.27,40,1300,13.003
5.27,40,1350,13.003
5.27,40,1400,13.003
5.27,40,1450,13.003
5.27,40,1500,13.003
5.27,45,900,11.077
5.27,45,950,11.077
5.27,45,1000,11.077
5.27,45,1050,11.077
5.27,45,1100,11.077
5.27,45,1150,11.077
5.27,45,1200,11.077
5.27,45,1250,11.077
5.27,45,1300,11.077
5.27,45,1350,11.077
5.27,45,1400,11.077
5.27,45,1450,11.077
5.27,45,1500,11.077
5.27,50,900,10.103
5.27,50,950,10.103
5.27,50,1000,10.103
5.27,50,1050,10.103
5.27,50,1100,10.103
5.27,50,1150,10.103
5.27,50,1200,10.103
5.27,50,1250,10.103
5.27,50,1300,10.103
5.27,50,1350,10.103
5.27,50,1400,10.103
5.27,50,1450,10.103
5.27,50,1500,10.103
5.27,55,900,9.619
5.27,55,950,9.619
5.27,55,1000,9.619
5.27,55,1050,9.619
5.27,55,1100,9.619
5.27,55,1150,9.619
5.27,55,1200,9.619
5.27,55,1250,9.619
5.27,55,1300,9.619
5.27,55,1350,9.619
5.27,55,1400,9.619
5.27,55,1450,9.619
5.27,55,1500,9.619
5.27,60,900,9.47
5.27,60,950,9.47
5.27,60,1000,9.47
5.27,60,1050,9.47
5.27,60,1100,9.47
5.27,60,1150,9.47
5.27,60,1200,9.47
5.27,60,1250,9.47
5.27,60,1300,9.47
5.27,60,1350,9.47
5.27,60,1400,9.47
5.27,60,1450,9.47
5.27,60,1500,9.47
5.36,30,900,63.475
5.36,30,950,63.475
5.36,30,1000,63.475
5.36,30,1050,63.475
5.36,30,1100,63.475
5.36,30,1150,63.475
5.36,30,1200,63.475
5.36,30,1250,63.475
5.36,30,1300,63.475
5.36,30,1350,63.475
5.36,30,1400,63.475
5.36,30,1450,63.475
5.36,30,1500,63.475
5.36,35,900,17.263
5.36,35,950,17.263
5.36,35,1000,17.263
5.36,35,1050,17.263
5.36,35,1100,17.263
5.36,35,1150,17.263
5.36,35,1200,17.263
5.36,35,1250,17.263
5.36,35,1300,17.263
5.36,35,1350,17.263
5.36,35,1400,17.263
5.36,35,1450,17.263
5.36,35,1500,17.263
5.36,40,900,12.875
5.36,40,950,12.875
5.36,40,1000,12.875
5.36,40,1050,12.875
5.36,40,1100,12.875
5.36,40,1150,12.875
5.36,40,1200,12.875
5.36,40,1250,12.875
5.36,40,1300,12.875
5.36,40,1350,12.875
5.36,40,1400,12.875
5.36,40,1450,12.875
5.36,40,1500,12.875
5.36,45,900,11.045
5.36,45,950,11.045
5.36,45,1000,11.045
5.36,45,1050,11.045
5.36,45,1100,11.045
5.36,45,1150,11.045
5.36,45,1200,11.045
5.36,45,1250,11.045
5.36,45,1300,11.045
5.36,45,1350,11.045
5.36,45,1400,11.045
5.36,45,1450,11.045
5.36,45,1500,11.045
5.36,50,900,10.109
5.36,50,950,10.109
5.36,50,1000,10.109
5.36,50,1050,10.109
5.36,50,1100,10.109
5.36,50,1150,10.109
5.36,50,1200,10.109
5.36,50,1250,10.109
5.36,50,1300,10.109
5.36,50,1350,10.109
5.36,50,1400,10.109
5.36,50,1450,10.109
5.36,50,1500,10.109
5.36,55,900,9.646
5.36,55,950,9.646
5.36,55,1000,9.646
5.36,55,1050,9.646
5.36,55,1100,9.646
5.36,55,1150,9.646
5.36,55,1200,9.646
5.36,55,1250,9.646
5.36,55,1300,9.646
5.36,55,1350,9.646
5.36,55,1400,9.646
5.36,55,1450,9.646
5.36,55,1500,9.646
5.36,60,900,9.511
5.36,60,950,9.511
5.36,60,1000,9.511
5.36,60,1050,9.511
5.36,60,1100,9.511
5.36,60,1150,9.511
5.36,60,1200,9.511
5.36,60,1250,9.511
5.36,60,1300,9.511
5.36,60,1350,9.511
5.36,60,1400,9.511
5.36,60,1450,9.511
5.36,60,1500,9.511
5.45,30,900,44.292
5.45,30,950,44.292
5.45,30,1000,44.292
5.45,30,1050,44.292
5.45,30,1100,44.292
5.45,30,1150,44.292
5.45,30,1200,44.292
5.45,30,1250,44.292
5.45,30,1300,44.292
5.45,30,1350,44.292
5.45,30,1400,44.292
5.45,30,1450,44.292
5.45,30,1500,44.292
5.45,35,900,16.814
5.45,35,950,16.814
5.45,35,1000,16.814
