distance_m,angle_deg,rpm,launch_speed_mps
4.57,60,1050,9.177
4.57,60,1100,9.177
4.57,60,1150,9.177
4.57,60,1200,9.177
4.57,60,1250,9.177
4.57,60,1300,9.177
4.57,60,1350,9.177
4.57,60,1400,9.177
4.57,60,1450,9.177
4.57,60,1500,9.177
4.59,35,900,30.697
4.59,35,950,30.697
4.59,35,1000,30.697
4.59,35,1050,30.697
4.59,35,1100,30.697
4.59,35,1150,30.697
4.59,35,1200,30.697
4.59,35,1250,30.697
4.59,35,1300,30.697
4.59,35,1350,30.697
4.59,35,1400,30.697
4.59,35,1450,30.697
4.59,35,1500,30.697
4.59,40,900,14.827
4.59,40,950,14.827
4.59,40,1000,14.827
4.59,40,1050,14.827
4.59,40,1100,14.827
4.59,40,1150,14.827
4.59,40,1200,14.827
4.59,40,1250,14.827
4.59,40,1300,14.827
4.59,40,1350,14.827
4.59,40,1400,14.827
4.59,40,1450,14.827
4.59,40,1500,14.827
4.59,45,900,11.586
4.59,45,950,11.586
4.59,45,1000,11.586
4.59,45,1050,11.586
4.59,45,1100,11.586
4.59,45,1150,11.586
4.59,45,1200,11.586
4.59,45,1250,11.586
4.59,45,1300,11.586
4.59,45,1350,11.586
4.59,45,1400,11.586
4.59,45,1450,11.586
4.59,45,1500,11.586
4.59,50,900,10.166
4.59,50,950,10.166
4.59,50,1000,10.166
4.59,50,1050,10.166
4.59,50,1100,10.166
4.59,50,1150,10.166
4.59,50,1200,10.166
4.59,50,1250,10.166
4.59,50,1300,10.166
4.59,50,1350,10.166
4.59,50,1400,10.166
4.59,50,1450,10.166
4.59,50,1500,10.166
4.59,55,900,9.466
4.59,55,950,9.466
4.59,55,1000,9.466
4.59,55,1050,9.466
4.59,55,1100,9.466
4.59,55,1150,9.466
4.59,55,1200,9.466
4.59,55,1250,9.466
4.59,55,1300,9.466
4.59,55,1350,9.466
4.59,55,1400,9.466
4.59,55,1450,9.466
4.59,55,1500,9.466
4.59,60,900,9.184
4.59,60,950,9.184
4.59,60,1000,9.184
4.59,60,1050,9.184
4.59,60,1100,9.184
4.59,60,1150,9.184
4.59,60,1200,9.184
4.59,60,1250,9.184
4.59,60,1300,9.184
4.59,60,1350,9.184
4.59,60,1400,9.184
4.59,60,1450,9.184
4.59,60,1500,9.184
4.61,35,900,29.691
4.61,35,950,29.691
4.61,35,1000,29.691
4.61,35,1050,29.691
4.61,35,1100,29.691
4.61,35,1150,29.691
4.61,35,1200,29.691
4.61,35,1250,29.691
4.61,35,1300,29.691
4.61,35,1350,29.691
4.61,35,1400,29.691
4.61,35,1450,29.691
4.61,35,1500,29.691
4.61,40,900,14.746
4.61,40,950,14.746
4.61,40,1000,14.746
4.61,40,1050,14.746
4.61,40,1100,14.746
4.61,40,1150,14.746
4.61,40,1200,14.746
4.61,40,1250,14.746
4.61,40,1300,14.746
4.61,40,1350,14.746
4.61,40,1400,14.746
4.61,40,1450,14.746
4.61,40,1500,14.746
4.61,45,900,11.564
4.61,45,950,11.564
4.61,45,1000,11.564
4.61,45,1050,11.564
4.61,45,1100,11.564
4.61,45,1150,11.564
4.61,45,1200,11.564
4.61,45,1250,11.564
4.61,45,1300,11.564
4.61,45,1350,11.564
4.61,45,1400,11.564
4.61,45,1450,11.564
4.61,45,1500,11.564
4.61,50,900,10.161
4.61,50,950,10.161
4.61,50,1000,10.161
4.61,50,1050,10.161
4.61,50,1100,10.161
4.61,50,1150,10.161
4.61,50,1200,10.161
4.61,50,1250,10.161
4.61,50,1300,10.161
4.61,50,1350,10.161
4.61,50,1400,10.161
4.61,50,1450,10.161
4.61,50,1500,10.161
4.61,55,900,9.469
4.61,55,950,9.469
4.61,55,1000,9.469
4.61,55,1050,9.469
4.61,55,1100,9.469
4.61,55,1150,9.469
4.61,55,1200,9.469
4.61,55,1250,9.469
4.61,55,1300,9.469
4.61,55,1350,9.469
4.61,55,1400,9.469
4.61,55,1450,9.469
4.61,55,1500,9.469
4.61,60,900,9.191
4.61,60,950,9.191
4.61,60,1000,9.191
4.61,60,1050,9.191
4.61,60,1100,9.191
4.61,60,1150,9.191
4.61,60,1200,9.191
4.61,60,1250,9.191
4.61,60,1300,9.191
4.61,60,1350,9.191
4.61,60,1400,9.191
4.61,60,1450,9.191
4.61,60,1500,9.191
4.63,35,900,28.792
4.63,35,950,28.792
4.63,35,1000,28.792
4.63,35,1050,28.792
4.63,35,1100,28.792
4.63,35,1150,28.792
4.63,35,1200,28.792
4.63,35,1250,28.792
4.63,35,1300,28.792
4.63,35,1350,28.792
4.63,35,1400,28.792
4.63,35,1450,28.792
4.63,35,1500,28.792
4.63,40,900,14.669
4.63,40,950,14.669
4.63,40,1000,14.669
4.63,40,1050,14.669
4.63,40,1100,14.669
4.63,40,1150,14.669
4.63,40,1200,14.669
4.63,40,1250,14.669
4.63,40,1300,14.669
4.63,40,1350,14.669
4.63,40,1400,14.669
4.63,40,1450,14.669
4.63,40,1500,14.669
4.63,45,900,11.542
4.63,45,950,11.542
4.63,45,1000,11.542
4.63,45,1050,11.542
4.63,45,1100,11.542
4.63,45,1150,11.542
4.63,45,1200,11.542
4.63,45,1250,11.542
4.63,45,1300,11.542
4.63,45,1350,11.542
4.63,45,1400,11.542
4.63,45,1450,11.542
4.63,45,1500,11.542
4.63,50,900,10.156
4.63,50,950,10.156
4.63,50,1000,10.156
4.63,50,1050,10.156
4.63,50,1100,10.156
4.63,50,1150,10.156
4.63,50,1200,10.156
4.63,50,1250,10.156
4.63,50,1300,10.156
4.63,50,1350,10.156
4.63,50,1400,10.156
4.63,50,1450,10.156
4.63,50,1500,10.156
4.63,55,900,9.471
4.63,55,950,9.471
4.63,55,1000,9.471
4.63,55,1050,9.471
4.63,55,1100,9.471
4.63,55,1150,9.471
4.63,55,1200,9.471
4.63,55,1250,9.471
4.63,55,1300,9.471
4.63,55,1350,9.471
4.63,55,1400,9.471
4.63,55,1450,9.471
4.63,55,1500,9.471
4.63,60,900,9.198
4.63,60,950,9.198
4.63,60,1000,9.198
4.63,60,1050,9.198
4.63,60,1100,9.198
4.63,60,1150,9.198
4.63,60,1200,9.198
4.63,60,1250,9.198
4.63,60,1300,9.198
4.63,60,1350,9.198
4.63,60,1400,9.198
4.63,60,1450,9.198
4.63,60,1500,9.198
4.64,35,900,27.983
4.64,35,950,27.983
4.64,35,1000,27.983
4.64,35,1050,27.983
4.64,35,1100,27.983
4.64,35,1150,27.983
4.64,35,1200,27.983
4.64,35,1250,27.983
4.64,35,1300,27.983
4.64,35,1350,27.983
4.64,35,1400,27.983
4.64,35,1450,27.983
4.64,35,1500,27.983
4.64,40,900,14.594
4.64,40,950,14.594
4.64,40,1000,14.594
4.64,40,1050,14.594
4.64,40,1100,14.594
4.64,40,1150,14.594
4.64,40,1200,14.594
4.64,40,1250,14.594
4.64,40,1300,14.594
4.64,40,1350,14.594
4.64,40,1400,14.594
4.64,40,1450,14.594
4.64,40,1500,14.594
4.64,45,900,11.522
4.64,45,950,11.522
4.64,45,1000,11.522
4.64,45,1050,11.522
4.64,45,1100,11.522
4.64,45,1150,11.522
4.64,45,1200,11.522
4.64,45,1250,11.522
4.64,45,1300,11.522
4.64,45,1350,11.522
4.64,45,1400,11.522
4.64,45,1450,11.522
4.64,45,1500,11.522
4.64,50,900,10.152
4.64,50,950,10.152
4.64,50,1000,10.152
4.64,50,1050,10.152
4.64,50,1100,10.152
4.64,50,1150,10.152
4.64,50,1200,10.152
4.64,50,1250,10.152
4.64,50,1300,10.152
4.64,50,1350,10.152
4.64,50,1400,10.152
4.64,50,1450,10.152
4.64,50,1500,10.152
4.64,55,900,9.474
4.64,55,950,9.474
4.64,55,1000,9.474
4.64,55,1050,9.474
4.64,55,1100,9.474
4.64,55,1150,9.474
4.64,55,1200,9.474
4.64,55,1250,9.474
4.64,55,1300,9.474
4.64,55,1350,9.474
4.64,55,1400,9.474
4.64,55,1450,9.474
4.64,55,1500,9.474
4.64,60,900,9.205
4.64,60,950,9.205
4.64,60,1000,9.205
4.64,60,1050,9.205
4.64,60,1100,9.205
4.64,60,1150,9.205
4.64,60,1200,9.205
4.64,60,1250,9.205
4.64,60,1300,9.205
4.64,60,1350,9.205
4.64,60,1400,9.205
4.64,60,1450,9.205
4.64,60,1500,9.205
4.66,35,900,27.25
4.66,35,950,27.25
4.66,35,1000,27.25
4.66,35,1050,27.25
4.66,35,1100,27.25
4.66,35,1150,27.25
4.66,35,1200,27.25
4.66,35,1250,27.25
4.66,35,1300,27.25
4.66,35,1350,27.25
4.66,35,1400,27.25
4.66,35,1450,27.25
4.66,35,1500,27.25
4.66,40,900,14.521
4.66,40,950,14.521
4.66,40,1000,14.521
4.66,40,1050,14.521
4.66,40,1100,14.521
4.66,40,1150,14.521
4.66,40,1200,14.521
4.66,40,1250,14.521
4.66,40,1300,14.521
4.66,40,1350,14.521
4.66,40,1400,14.521
4.66,40,1450,14.521
4.66,40,1500,14.521
4.66,45,900,11.501
4.66,45,950,11.501
4.66,45,1000,11.501
4.66,45,1050,11.501
4.66,45,1100,11.501
4.66,45,1150,11.501
4.66,45,1200,11.501
4.66,45,1250,11.501
4.66,45,1300,11.501
4.66,45,1350,11.501
4.66,45,1400,11.501
4.66,45,1450,11.501
4.66,45,1500,11.501
4.66,50,900,10.147
4.66,50,950,10.147
4.66,50,1000,10.147
4.66,50,1050,10.147
4.66,50,1100,10.147
4.66,50,1150,10.147
4.66,50,1200,10.147
4.66,50,1250,10.147
4.66,50,1300,10.147
4.66,50,1350,10.147
4.66,50,1400,10.147
4.66,50,1450,10.147
4.66,50,1500,10.147
4.66,55,900,9.477
4.66,55,950,9.477
4.66,55,1000,9.477
4.66,55,1050,9.477
4.66,55,1100,9.477
4.66,55,1150,9.477
4.66,55,1200,9.477
4.66,55,1250,9.477
4.66,55,1300,9.477
4.66,55,1350,9.477
4.66,55,1400,9.477
4.66,55,1450,9.477
4.66,55,1500,9.477
4.66,60,900,9.212
4.66,60,950,9.212
4.66,60,1000,9.212
4.66,60,1050,9.212
4.66,60,1100,9.212
4.66,60,1150,9.212
4.66,60,1200,9.212
4.66,60,1250,9.212
4.66,60,1300,9.212
4.66,60,1350,9.212
4.66,60,1400,9.212
4.66,60,1450,9.212
4.66,60,1500,9.212
4.68,35,900,26.582
4.68,35,950,26.582
4.68,35,1000,26.582
4.68,35,1050,26.582
4.68,35,1100,26.582
4.68,35,1150,26.582
4.68,35,1200,26.582
4.68,35,1250,26.582
4.68,35,1300,26.582
4.68,35,1350,26.582
4.68,35,1400,26.582
4.68,35,1450,26.582
4.68,35,1500,26.582
4.68,40,900,14.451
4.68,40,950,14.451
4.68,40,1000,14.451
4.68,40,1050,14.451
4.68,40,1100,14.451
4.68,40,1150,14.451
4.68,40,1200,14.451
4.68,40,1250,14.451
4.68,40,1300,14.451
4.68,40,1350,14.451
4.68,40,1400,14.451
4.68,40,1450,14.451
4.68,40,1500,14.451
4.68,45,900,11.482
4.68,45,950,11.482
4.68,45,1000,11.482
4.68,45,1050,11.482
4.68,45,1100,11.482
4.68,45,1150,11.482
4.68,45,1200,11.482
4.68,45,1250,11.482
4.68,45,1300,11.482
4.68,45,1350,11.482
4.68,45,1400,11.482
4.68,45,1450,11.482
4.68,45,1500,11.482
4.68,50,900,10.143
4.68,50,950,10.143
4.68,50,1000,10.143
4.68,50,1050,10.143
4.68,50,1100,10.143
4.68,50,1150,10.143
4.68,50,1200,10.143
4.68,50,1250,10.143
4.68,50,1300,10.143
4.68,50,1350,10.143
4.68,50,1400,10.143
4.68,50,1450,10.143
4.68,50,1500,10.143
4.68,55,900,9.48
4.68,55,950,9.48
4.68,55,1000,9.48
4.68,55,1050,9.48
4.68,55,1100,9.48
4.68,55,1150,9.48
4.68,55,1200,9.48
4.68,55,1250,9.48
4.68,55,1300,9.48
4.68,55,1350,9.48
4.68,55,1400,9.48
4.68,55,1450,9.48
4.68,55,1500,9.48
4.68,60,900,9.219
4.68,60,950,9.219
4.68,60,1000,9.219
4.68,60,1050,9.219
4.68,60,1100,9.219
4.68,60,1150,9.219
4.68,60,1200,9.219
4.68,60,1250,9.219
4.68,60,1300,9.219
4.68,60,1350,9.219
4.68,60,1400,9.219
4.68,60,1450,9.219
4.68,60,1500,9.219
4.7,35,900,25.97
4.7,35,950,25.97
4.7,35,1000,25.97
4.7,35,1050,25.97
4.7,35,1100,25.97
4.7,35,1150,25.97
4.7,35,1200,25.97
4.7,35,1250,25.97
4.7,35,1300,25.97
4.7,35,1350,25.97
4.7,35,1400,25.97
4.7,35,1450,25.97
4.7,35,1500,25.97
4.7,40,900,14.383
4.7,40,950,14.383
4.7,40,1000,14.383
4.7,40,1050,14.383
4.7,40,1100,14.383
4.7,40,1150,14.383
4.7,40,1200,14.383
4.7,40,1250,14.383
4.7,40,1300,14.383
4.7,40,1350,14.383
4.7,40,1400,14.383
4.7,40,1450,14.383
4.7,40,1500,14.383
4.7,45,900,11.463
4.7,45,950,11.463
4.7,45,1000,11.463
4.7,45,1050,11.463
4.7,45,1100,11.463
4.7,45,1150,11.463
4.7,45,1200,11.463
4.7,45,1250,11.463
4.7,45,1300,11.463
4.7,45,1350,11.463
4.7,45,1400,11.463
4.7,45,1450,11.463
4.7,45,1500,11.463
4.7,50,900,10.139
4.7,50,950,10.139
4.7,50,1000,10.139
4.7,50,1050,10.139
4.7,50,1100,10.139
4.7,50,1150,10.139
4.7,50,1200,10.139
4.7,50,1250,10.139
4.7,50,1300,10.139
4.7,50,1350,10.139
4.7,50,1400,10.139
4.7,50,1450,10.139
4.7,50,1500,10.139
4.7,55,900,9.483
4.7,55,950,9.483
4.7,55,1000,9.483
4.7,55,1050,9.483
4.7,55,1100,9.483
4.7,55,1150,9.483
4.7,55,1200,9.483
4.7,55,1250,9.483
4.7,55,1300,9.483
4.7,55,1350,9.483
4.7,55,1400,9.483
4.7,55,1450,9.483
4.7,55,1500,9.483
4.7,60,900,9.226
4.7,60,950,9.226
4.7,60,1000,9.226
4.7,60,1050,9.226
4.7,60,1100,9.226
4.7,60,1150,9.226
4.7,60,1200,9.226
4.7,60,1250,9.226
4.7,60,1300,9.226
4.7,60,1350,9.226
4.7,60,1400,9.226
4.7,60,1450,9.226
4.7,60,1500,9.226
4.72,35,900,25.408
4.72,35,950,25.408
4.72,35,1000,25.408
4.72,35,1050,25.408
4.72,35,1100,25.408
4.72,35,1150,25.408
4.72,35,1200,25.408
4.72,35,1250,25.408
4.72,35,1300,25.408
4.72,35,1350,25.408
4.72,35,1400,25.408
4.72,35,1450,25.408
4.72,35,1500,25.408
4.72,40,900,14.317
4.72,40,950,14.317
4.72,40,1000,14.317
4.72,40,1050,14.317
4.72,40,1100,14.317
4.72,40,1150,14.317
4.72,40,1200,14.317
4.72,40,1250,14.317
4.72,40,1300,14.317
4.72,40,1350,14.317
4.72,40,1400,14.317
4.72,40,1450,14.317
4.72,40,1500,14.317
4.72,45,900,11.444
4.72,45,950,11.444
4.72,45,1000,11.444
4.72,45,1050,11.444
4.72,45,1100,11.444
4.72,45,1150,11.444
4.72,45,1200,11.444
4.72,45,1250,11.444
4.72,45,1300,11.444
4.72,45,1350,11.444
4.72,45,1400,11.444
4.72,45,1450,11.444
4.72,45,1500,11.444
4.72,50,900,10.135
4.72,50,950,10.135
4.72,50,1000,10.135
4.72,50,1050,10.135
4.72,50,1100,10.135
4.72,50,1150,10.135
4.72,50,1200,10.135
4.72,50,1250,10.135
4.72,50,1300,10.135
4.72,50,1350,10.135
4.72,50,1400,10.135
4.72,50,1450,10.135
4.72,50,1500,10.135
4.72,55,900,9.486
4.72,55,950,9.486
4.72,55,1000,9.486
4.72,55,1050,9.486
4.72,55,1100,9.486
4.72,55,1150,9.486
4.72,55,1200,9.486
4.72,55,1250,9.486
4.72,55,1300,9.486
4.72,55,1350,9.486
4.72,55,1400,9.486
4.72,55,1450,9.486
4.72,55,1500,9.486
4.72,60,900,9.233
4.72,60,950,9.233
4.72,60,1000,9.233
4.72,60,1050,9.233
4.72,60,1100,9.233
4.72,60,1150,9.233
4.72,60,1200,9.233
4.72,60,1250,9.233
4.72,60,1300,9.233
4.72,60,1350,9.233
4.72,60,1400,9.233
4.72,60,1450,9.233
4.72,60,1500,9.233
4.73,35,900,24.888
4.73,35,950,24.888
4.73,35,1000,24.888
4.73,35,1050,24.888
4.73,35,1100,24.888
4.73,35,1150,24.888
4.73,35,1200,24.888
4.73,35,1250,24.888
4.73,35,1300,24.888
4.73,35,1350,24.888
4.73,35,1400,24.888
4.73,35,1450,24.888
4.73,35,1500,24.888
4.73,40,900,14.253
4.73,40,950,14.253
4.73,40,1000,14.253
4.73,40,1050,14.253
4.73,40,1100,14.253
4.73,40,1150,14.253
4.73,40,1200,14.253
4.73,40,1250,14.253
4.73,40,1300,14.253
4.73,40,1350,14.253
4.73,40,1400,14.253
4.73,40,1450,14.253
4.73,40,1500,14.253
4.73,45,900,11.426
4.73,45,950,11.426
4.73,45,1000,11.426
4.73,45,1050,11.426
4.73,45,1100,11.426
4.73,45,1150,11.426
4.73,45,1200,11.426
4.73,45,1250,11.426
4.73,45,1300,11.426
4.73,45,1350,11.426
4.73,45,1400,11.426
4.73,45,1450,11.426
4.73,45,1500,11.426
4.73,50,900,10.132
4.73,50,950,10.132
4.73,50,1000,10.132
4.73,50,1050,10.132
4.73,50,1100,10.132
4.73,50,1150,10.132
4.73,50,1200,10.132
4.73,50,1250,10.132
4.73,50,1300,10.132
4.73,50,1350,10.132
4.73,50,1400,10.132
4.73,50,1450,10.132
4.73,50,1500,10.132
4.73,55,900,9.489
4.73,55,950,9.489
4.73,55,1000,9.489
4.73,55,1050,9.489
4.73,55,1100,9.489
4.73,55,1150,9.489
4.73,55,1200,9.489
4.73,55,1250,9.489
4.73,55,1300,9.489
4.73,55,1350,9.489
4.73,55,1400,9.489
4.73,55,1450,9.489
4.73,55,1500,9.489
4.73,60,900,9.24
4.73,60,950,9.24
4.73,60,1000,9.24
4.73,60,1050,9.24
4.73,60,1100,9.24
4.73,60,1150,9.24
4.73,60,1200,9.24
4.73,60,1250,9.24
4.73,60,1300,9.24
4.73,60,1350,9.24
4.73,60,1400,9.24
4.73,60,1450,9.24
4.73,60,1500,9.24
4.75,35,900,24.407
4.75,35,950,24.407
4.75,35,1000,24.407
4.75,35,1050,24.407
4.75,35,1100,24.407
4.75,35,1150,24.407
4.75,35,1200,24.407
4.75,35,1250,24.407
4.75,35,1300,24.407
4.75,35,1350,24.407
4.75,35,1400,24.407
4.75,35,1450,24.407
4.75,35,1500,24.407
4.75,40,900,14.192
4.75,40,950,14.192
4.75,40,1000,14.192
4.75,40,1050,14.192
4.75,40,1100,14.192
4.75,40,1150,14.192
4.75,40,1200,14.192
4.75,40,1250,14.192
4.75,40,1300,14.192
4.75,40,1350,14.192
4.75,40,1400,14.192
4.75,40,1450,14.192
4.75,40,1500,14.192
4.75,45,900,11.409
4.75,45,950,11.409
4.75,45,1000,11.409
4.75,45,1050,11.409
4.75,45,1100,11.409
4.75,45,1150,11.409
4.75,45,1200,11.409
4.75,45,1250,11.409
4.75,45,1300,11.409
4.75,45,1350,11.409
4.75,45,1400,11.409
4.75,45,1450,11.409
4.75,45,1500,11.409
4.75,50,900,10.128
4.75,50,950,10.128
4.75,50,1000,10.128
4.75,50,1050,10.128
4.75,50,1100,10.128
4.75,50,1150,10.128
4.75,50,1200,10.128
4.75,50,1250,10.128
4.75,50,1300,10.128
4.75,50,1350,10.128
4.75,50,1400,10.128
4.75,50,1450,10.128
4.75,50,1500,10.128
4.75,55,900,9.492
4.75,55,950,9.492
4.75,55,1000,9.492
4.75,55,1050,9.492
4.75,55,1100,9.492
4.75,55,1150,9.492
4.75,55,1200,9.492
4.75,55,1250,9.492
4.75,55,1300,9.492
4.75,55,1350,9.492
4.75,55,1400,9.492
4.75,55,1450,9.492
4.75,55,1500,9.492
4.75,60,900,9.247
4.75,60,950,9.247
4.75,60,1000,9.247
4.75,60,1050,9.247
4.75,60,1100,9.247
4.75,60,1150,9.247
4.75,60,1200,9.247
4.75,60,1250,9.247
4.75,60,1300,9.247
4.75,60,1350,9.247
4.75,60,1400,9.247
4.75,60,1450,9.247
4.75,60,1500,9.247
4.77,35,900,23.96
4.77,35,950,23.96
4.77,35,1000,23.96
4.77,35,1050,23.96
4.77,35,1100,23.96
4.77,35,1150,23.96
4.77,35,1200,23.96
4.77,35,1250,23.96
4.77,35,1300,23.96
4.77,35,1350,23.96
4.77,35,1400,23.96
4.77,35,1450,23.96
4.77,35,1500,23.96
4.77,40,900,14.132
4.77,40,950,14.132
4.77,40,1000,14.132
4.77,40,1050,14.132
4.77,40,1100,14.132
4.77,40,1150,14.132
4.77,40,1200,14.132
4.77,40,1250,14.132
4.77,40,1300,14.132
4.77,40,1350,14.132
4.77,40,1400,14.132
4.77,40,1450,14.132
4.77,40,1500,14.132
4.77,45,900,11.392
4.77,45,950,11.392
4.77,45,1000,11.392
4.77,45,1050,11.392
4.77,45,1100,11.392
4.77,45,1150,11.392
4.77,45,1200,11.392
4.77,45,1250,11.392
4.77,45,1300,11.392
4.77,45,1350,11.392
4.77,45,1400,11.392
4.77,45,1450,11.392
4.77,45,1500,11.392
4.77,50,900,10.125
4.77,50,950,10.125
4.77,50,1000,10.125
4.77,50,1050,10.125
4.77,50,1100,10.125
4.77,50,1150,10.125
4.77,50,1200,10.125
4.77,50,1250,10.125
4.77,50,1300,10.125
4.77,50,1350,10.125
4.77,50,1400,10.125
4.77,50,1450,10.125
4.77,50,1500,10.125
4.77,55,900,9.496
4.77,55,950,9.496
4.77,55,1000,9.496
4.77,55,1050,9.496
4.77,55,1100,9.496
4.77,55,1150,9.496
4.77,55,1200,9.496
4.77,55,1250,9.496
4.77,55,1300,9.496
4.77,55,1350,9.496
4.77,55,1400,9.496
4.77,55,1450,9.496
4.77,55,1500,9.496
4.77,60,900,9.255
4.77,60,950,9.255
4.77,60,1000,9.255
4.77,60,1050,9.255
4.77,60,1100,9.255
4.77,60,1150,9.255
4.77,60,1200,9.255
4.77,60,1250,9.255
4.77,60,1300,9.255
4.77,60,1350,9.255
4.77,60,1400,9.255
4.77,60,1450,9.255
4.77,60,1500,9.255
4.79,35,900,23.543
4.79,35,950,23.543
4.79,35,1000,23.543
4.79,35,1050,23.543
4.79,35,1100,23.543
4.79,35,1150,23.543
4.79,35,1200,23.543
4.79,35,1250,23.543
4.79,35,1300,23.543
4.79,35,1350,23.543
4.79,35,1400,23.543
4.79,35,1450,23.543
4.79,35,1500,23.543
4.79,40,900,14.074
4.79,40,950,14.074
4.79,40,1000,14.074
4.79,40,1050,14.074
4.79,40,1100,14.074
4.79,40,1150,14.074
4.79,40,1200,14.074
4.79,40,1250,14.074
4.79,40,1300,14.074
4.79,40,1350,14.074
4.79,40,1400,14.074
4.79,40,1450,14.074
4.79,40,1500,14.074
4.79,45,900,11.376
4.79,45,950,11.376
4.79,45,1000,11.376
4.79,45,1050,11.376
4.79,45,1100,11.376
4.79,45,1150,11.376
4.79,45,1200,11.376
4.79,45,1250,11.376
4.79,45,1300,11.376
4.79,45,1350,11.376
4.79,45,1400,11.376
4.79,45,1450,11.376
4.79,45,1500,11.376
4.79,50,900,10.122
4.79,50,950,10.122
4.79,50,1000,10.122
4.79,50,1050,10.122
4.79,50,1100,10.122
4.79,50,1150,10.122
4.79,50,1200,10.122
4.79,50,1250,10.122
4.79,50,1300,10.122
4.79,50,1350,10.122
4.79,50,1400,10.122
4.79,50,1450,10.122
4.79,50,1500,10.122
4.79,55,900,9.499
4.79,55,950,9.499
4.79,55,1000,9.499
4.79,55,1050,9.499
4.79,55,1100,9.499
4.79,55,1150,9.499
4.79,55,1200,9.499
4.79,55,1250,9.499
4.79,55,1300,9.499
4.79,55,1350,9.499
4.79,55,1400,9.499
4.79,55,1450,9.499
4.79,55,1500,9.499
4.79,60,900,9.262
4.79,60,950,9.262
4.79,60,1000,9.262
4.79,60,1050,9.262
4.79,60,1100,9.262
4.79,60,1150,9.262
4.79,60,1200,9.262
4.79,60,1250,9.262
4.79,60,1300,9.262
4.79,60,1350,9.262
4.79,60,1400,9.262
4.79,60,1450,9.262
4.79,60,1500,9.262
4.81,35,900,23.153
4.81,35,950,23.153
4.81,35,1000,23.153
4.81,35,1050,23.153
4.81,35,1100,23.153
4.81,35,1150,23.153
4.81,35,1200,23.153
4.81,35,1250,23.153
4.81,35,1300,23.153
4.81,35,1350,23.153
4.81,35,1400,23.153
4.81,35,1450,23.153
4.81,35,1500,23.153
4.81,40,900,14.018
4.81,40,950,14.018
4.81,40,1000,14.018
4.81,40,1050,14.018
4.81,40,1100,14.018
4.81,40,1150,14.018
4.81,40,1200,14.018
4.81,40,1250,14.018
4.81,40,1300,14.018
4.81,40,1350,14.018
4.81,40,1400,14.018
4.81,40,1450,14.018
4.81,40,1500,14.018
4.81,45,900,11.36
4.81,45,950,11.36
4.81,45,1000,11.36
4.81,45,1050,11.36
4.81,45,1100,11.36
4.81,45,1150,11.36
4.81,45,1200,11.36
4.81,45,1250,11.36
4.81,45,1300,11.36
4.81,45,1350,11.36
4.81,45,1400,11.36
4.81,45,1450,11.36
4.81,45,1500,11.36
4.81,50,900,10.12
4.81,50,950,10.12
4.81,50,1000,10.12
4.81,50,1050,10.12
4.81,50,1100,10.12
4.81,50,1150,10.12
4.81,50,1200,10.12
4.81,50,1250,10.12
4.81,50,1300,10.12
4.81,50,1350,10.12
4.81,50,1400,10.12
4.81,50,1450,10.12
4.81,50,1500,10.12
4.81,55,900,9.502
4.81,55,950,9.502
4.81,55,1000,9.502
4.81,55,1050,9.502
4.81,55,1100,9.502
4.81,55,1150,9.502
4.81,55,1200,9.502
4.81,55,1250,9.502
4.81,55,1300,9.502
4.81,55,1350,9.502
4.81,55,1400,9.502
4.81,55,1450,9.502
4.81,55,1500,9.502
4.81,60,900,9.269
4.81,60,950,9.269
4.81,60,1000,9.269
4.81,60,1050,9.269
4.81,60,1100,9.269
4.81,60,1150,9.269
4.81,60,1200,9.269
4.81,60,1250,9.269
4.81,60,1300,9.269
4.81,60,1350,9.269
4.81,60,1400,9.269
4.81,60,1450,9.269
4.81,60,1500,9.269
4.82,35,900,22.787
4.82,35,950,22.787
4.82,35,1000,22.787
4.82,35,1050,22.787
4.82,35,1100,22.787
4.82,35,1150,22.787
4.82,35,1200,22.787
4.82,35,1250,22.787
4.82,35,1300,22.787
4.82,35,1350,22.787
4.82,35,1400,22.787
4.82,35,1450,22.787
4.82,35,1500,22.787
4.82,40,900,13.963
4.82,40,950,13.963
4.82,40,1000,13.963
4.82,40,1050,13.963
4.82,40,1100,13.963
4.82,40,1150,13.963
4.82,40,1200,13.963
4.82,40,1250,13.963
4.82,40,1300,13.963
4.82,40,1350,13.963
4.82,40,1400,13.963
4.82,40,1450,13.963
4.82,40,1500,13.963
4.82,45,900,11.344
4.82,45,950,11.344
4.82,45,1000,11.344
4.82,45,1050,11.344
4.82,45,1100,11.344
4.82,45,1150,11.344
4.82,45,1200,11.344
4.82,45,1250,11.344
4.82,45,1300,11.344
4.82,45,1350,11.344
4.82,45,1400,11.344
4.82,45,1450,11.344
4.82,45,1500,11.344
4.82,50,900,10.117
4.82,50,950,10.117
4.82,50,1000,10.117
4.82,50,1050,10.117
4.82,50,1100,10.117
4.82,50,1150,10.117
4.82,50,1200,10.117
4.82,50,1250,10.117
4.82,50,1300,10.117
4.82,50,1350,10.117
4.82,50,1400,10.117
4.82,50,1450,10.117
4.82,50,1500,10.117
4.82,55,900,9.506
4.82,55,950,9.506
4.82,55,1000,9.506
4.82,55,1050,9.506
4.82,55,1100,9.506
4.82,55,1150,9.506
4.82,55,1200,9.506
4.82,55,1250,9.506
4.82,55,1300,9.506
4.82,55,1350,9.506
4.82,55,1400,9.506
